,City,Cloudiness,Country,Date,Humidity,Lat,Lng,Max Temp,Wind Speed
373,Nijar,20,ES,1555949417,63,36.97,-2.21,66.2,8.05
374,Acheng,40,CN,1555945200,48,45.55,126.95,64.4,11.18
375,Menomonie,90,US,1555949700,70,44.88,-91.92,57.0,17.22
376,Bowen,75,AU,1555949562,94,-20.01,148.25,72.0,8.05
377,Komsomolskiy,99,RU,1555949684,95,67.55,63.78,33.35,14.58
378,Lucapa,100,AO,1555949684,80,-8.42,20.74,75.83,5.84
379,Villa de Reyes,40,MX,1555944120,52,21.8,-100.93,66.2,5.82
380,Apatity,25,RU,1555949684,91,67.57,33.4,40.55,6.38
381,Touros,75,BR,1555948800,70,-5.2,-35.46,87.8,17.22
382,Ulladulla,40,AU,1555948896,93,-35.36,150.48,64.99,11.41
383,Verkhnevilyuysk,61,RU,1555949685,82,63.45,120.31,23.81,2.24
384,Okhotsk,100,RU,1555949685,97,59.36,143.24,29.03,6.67
385,Maputo,75,MZ,1555945200,83,-25.97,32.57,75.2,5.82
386,Ngunguru,0,NZ,1555949285,95,-35.62,174.5,53.01,10.22
387,Camargo,100,MX,1555949686,19,27.69,-105.17,72.41,11.81
388,Lima,40,PE,1555949531,83,-12.06,-77.04,73.99,6.93
389,Huarmey,94,PE,1555949686,93,-10.07,-78.15,68.99,8.93
390,Kokkola,0,FI,1555949631,54,63.84,23.13,55.4,6.93
391,Poum,75,MK,1555947000,55,41.28,20.71,60.8,3.36
392,Port Shepstone,100,ZA,1555949686,95,-30.74,30.45,61.25,3.85
393,Tazovskiy,100,RU,1555949687,95,67.47,78.7,33.71,15.37
394,el Prat de Llobregat,20,ES,1555949668,72,41.32,2.1,64.99,17.22
395,Margate,20,AU,1555948889,81,-43.03,147.26,48.2,9.17
396,Paka,0,HR,1555948817,18,45.29,18.06,73.4,4.7
397,Roswell,1,US,1555949144,51,33.39,-104.52,60.8,21.92
398,Onega,97,RU,1555949687,85,63.91,38.09,41.45,9.55
399,Belmonte,93,PT,1555948876,66,40.36,-7.35,60.01,10.0
400,Bambous Virieux,75,MU,1555949643,88,-20.34,57.76,80.6,8.05
401,Borogontsy,94,RU,1555949688,83,62.67,131.17,24.35,4.7
402,Korem,84,ET,1555949411,78,12.51,39.52,62.69,8.68
403,Leek,23,GB,1555949651,37,53.11,-2.02,75.0,9.17
404,Barrancas,40,AR,1555948800,55,-33.1,-68.71,66.2,8.05
405,Ilo,0,PE,1555945200,73,-17.65,-71.34,71.6,8.05
406,Verkhnyaya Inta,100,RU,1555949689,93,65.99,60.32,36.05,12.68
407,Lokosovo,43,RU,1555949689,88,61.13,74.84,33.71,11.21
408,Indian Head,0,CA,1555949052,39,50.53,-103.67,53.01,1.01
409,South Sioux City,90,US,1555949673,87,42.47,-96.41,48.2,18.34
410,Itarema,95,BR,1555949689,81,-2.92,-39.92,84.29,9.82
411,Xichang,96,CN,1555949690,50,27.88,102.25,52.07,2.93
412,Alanya,0,TR,1555944600,42,36.55,32.0,66.2,9.17
413,Praia da Vitoria,40,PT,1555948914,55,38.73,-27.07,63.0,16.64
414,Buraydah,0,SA,1555945200,21,26.33,43.97,71.6,3.36
415,Havelock,1,US,1555949645,52,34.88,-76.9,73.0,11.41
416,Noumea,0,NC,1555947000,94,-22.28,166.46,69.8,19.66
417,Berdigestyakh,28,RU,1555949498,84,62.1,126.7,19.49,0.25
418,Barceloneta,75,PR,1555949435,69,18.45,-66.54,82.0,17.22
419,Luanda,40,AO,1555945200,74,-8.83,13.24,86.0,10.29
420,Portland,75,US,1555949500,87,45.52,-122.67,50.0,1.68
421,Erenhot,99,CN,1555949691,31,43.65,111.97,62.87,12.8
422,Pabna,80,BD,1555949691,31,24.0,89.25,93.47,5.7
423,Aksha,0,RU,1555949692,52,50.28,113.29,29.93,6.42
424,Togur,72,RU,1555949692,86,58.36,82.83,34.07,9.22
425,Tiznit,2,MA,1555949692,78,29.7,-9.73,62.87,11.9
426,College,75,US,1555949416,64,64.86,-147.8,41.0,4.47
427,Ancud,90,CL,1555945200,81,-41.87,-73.83,48.2,6.93
428,Eureka,90,US,1555949571,87,40.8,-124.16,53.01,16.35
429,Camopi,79,GF,1555949693,58,3.17,-52.33,88.43,2.95
430,Walvis Bay,0,NA,1555948926,85,-22.95,14.51,57.99,1.99
431,Leh,0,IN,1555949693,42,34.16,77.58,23.09,4.83
432,Dudinka,90,RU,1555945200,100,69.41,86.18,30.2,29.08
433,Chernihiv,20,UA,1555949649,35,51.49,31.29,59.45,8.03
434,Bathsheba,40,BB,1555945200,58,13.22,-59.52,84.2,18.34
435,Pierrelatte,0,FR,1555949617,34,44.38,4.7,78.8,5.82
436,Vangazi,16,UZ,1555947000,62,40.03,64.76,57.2,9.17
437,Datong,100,CN,1555949694,47,40.09,113.3,64.49,7.58
438,Los Llanos de Aridane,20,ES,1555949439,60,28.66,-17.92,73.4,8.05
439,Baiyin,0,CN,1555945200,46,36.55,104.13,50.0,4.47
440,Vihti,0,FI,1555949616,33,60.42,24.32,62.6,14.99
441,Ambilobe,100,MG,1555949695,88,-13.19,49.05,77.99,2.3
442,Ust-Maya,0,RU,1555949695,83,60.42,134.54,22.91,2.62
443,Adrar,0,DZ,1555945200,15,27.87,-0.29,87.8,10.29
444,Mulanje,20,MW,1555945200,57,-16.03,35.5,75.2,13.87
445,Kavaratti,25,IN,1555949696,74,10.57,72.64,84.83,12.91
446,Homer,75,US,1555949511,71,59.64,-151.54,34.0,3.36
447,La Asuncion,75,EC,1555945200,82,-1.64,-78.74,62.6,2.04
448,Jaragua do Sul,90,BR,1555949311,94,-26.49,-49.07,73.0,3.36
449,Road Town,40,VG,1555949532,58,18.42,-64.62,84.2,10.29
450,Kamen-Rybolov,100,RU,1555949697,26,44.75,132.04,49.37,19.73
451,Goderich,0,CA,1555949637,60,43.74,-81.71,62.01,11.99
452,Taoudenni,0,ML,1555949697,10,22.68,-3.98,91.31,19.3
453,Myanaung,1,MM,1555949697,42,18.28,95.32,86.45,9.62
454,Pouembout,0,NC,1555949697,78,-21.12,164.9,78.53,7.81
455,Genhe,35,CN,1555949698,72,50.78,121.52,30.29,5.37
456,Havoysund,75,NO,1555946400,86,71.0,24.66,39.2,13.87
457,Pacific Grove,1,US,1555949424,81,36.62,-121.92,57.99,4.61
458,Palma di Montechiaro,90,IT,1555949446,67,37.19,13.77,62.6,13.87
459,Viedma,0,AR,1555949698,37,-40.81,-62.99,67.19,11.03
460,Gorontalo,86,ID,1555949479,90,0.54,123.06,77.45,2.24
461,Pedernales,100,EC,1555949699,82,0.07,-80.05,77.81,1.97
462,Flin Flon,40,CA,1555945200,69,54.77,-101.88,39.2,6.93
463,Phan Thiet,15,VN,1555949699,87,10.93,108.1,77.99,4.7
464,Acapulco,75,MX,1555944660,61,16.86,-99.88,82.4,2.24
465,Gat,0,SN,1555947000,42,14.69,-16.54,80.6,18.34
466,Rocha,93,UY,1555949456,57,-34.48,-54.34,61.25,7.85
467,Saint Anthony,1,US,1555949458,57,43.97,-111.68,51.01,8.05
468,Logrono,20,ES,1555949597,52,42.47,-2.45,66.2,13.87
469,Vanimo,100,PG,1555949700,72,-2.67,141.3,83.39,4.05
470,Gaoua,57,BF,1555949701,22,10.33,-3.18,103.19,3.78
471,Alyangula,75,AU,1555945200,100,-13.85,136.42,75.2,12.91
472,Pangnirtung,75,CA,1555945200,64,66.15,-65.72,-0.41,11.41
473,Decatur,1,US,1555949702,42,35.51,-84.79,73.0,4.7
474,Saint-Joseph,75,FR,1555949540,45,43.56,6.97,66.2,13.87
475,Eseka,99,CM,1555949708,59,3.65,10.77,89.33,5.77
476,Ayr,0,GB,1555949572,30,55.46,-4.63,73.4,9.17
477,Gunjur,34,GM,1555949708,82,13.18,-16.76,69.89,16.89
478,Nantucket,90,US,1555949706,100,41.28,-70.1,54.0,13.87
479,Lincoln,0,GB,1555949462,45,53.23,-0.54,75.99,16.11
480,Shahrud,100,IR,1555949710,94,36.42,54.97,33.53,6.87
481,Winton,100,AU,1555949711,51,-22.38,143.04,79.61,13.8
482,Maryville,90,US,1555949515,32,40.35,-94.87,71.01,17.22
483,Linxia,0,CN,1555949711,32,35.6,103.21,56.21,4.29
484,Dublin,0,IE,1555949323,51,53.35,-6.26,68.0,11.41
485,Victoria,75,BN,1555947000,79,5.28,115.24,86.0,8.05
486,Taipei,75,TW,1555949542,83,25.04,121.56,80.6,12.75
487,Hrebinka,21,UA,1555949712,34,50.12,32.43,59.63,7.65
488,Koundara,54,GN,1555949712,10,12.49,-13.3,106.79,6.11
489,Esperance,40,TT,1555948917,66,10.24,-61.45,87.01,13.87
490,Khandyga,100,RU,1555949713,94,62.65,135.58,23.81,1.92
491,Celestun,0,MX,1555949713,69,20.87,-90.4,77.09,13.44
492,Den Helder,0,NL,1555949711,46,52.96,4.76,77.0,9.17
493,Banda Aceh,56,ID,1555949549,75,5.56,95.32,86.63,10.16
494,Mirador,95,BR,1555949714,72,-6.37,-44.36,84.47,6.85
495,Turayf,75,SA,1555945200,44,31.68,38.65,59.0,13.87
496,Tholen,75,NL,1555949714,34,51.54,4.22,79.0,11.41
497,Aripuana,70,BR,1555949715,59,-9.17,-60.63,88.43,3.85
498,Ponta do Sol,54,BR,1555949715,68,-20.63,-46.0,77.63,4.5
499,Amapa,40,HN,1555948800,55,15.09,-87.97,86.0,2.24
500,Lalmohan,0,BD,1555949716,49,22.34,90.74,87.17,7.38
501,Norman Wells,20,CA,1555945200,74,65.28,-126.83,35.6,5.82
502,Port Lincoln,93,AU,1555949716,68,-34.72,135.86,63.05,11.34
503,Half Moon Bay,1,US,1555949596,76,37.46,-122.43,63.0,5.93
504,Mareeba,2,AU,1555949599,83,-16.99,145.42,75.2,5.82
505,Mangawan,35,IN,1555949716,14,24.65,81.54,93.29,2.66
506,Xuchang,90,CN,1555945200,93,34.03,113.82,62.6,2.24
507,Rorvik,0,NO,1555949702,51,64.86,11.24,68.0,10.29
508,Grand-Santi,74,GF,1555949717,54,4.27,-54.38,88.61,3.56
509,Coahuayana,100,MX,1555949717,21,18.62,-100.35,90.05,1.21
510,Axim,66,GH,1555949717,59,4.87,-2.24,89.51,9.46
511,Yazykovo,42,RU,1555949718,45,54.3,47.38,55.67,4.76
512,Madimba,40,CM,1555945200,70,4.42,9.93,89.6,5.82
513,Tianpeng,24,CN,1555949718,80,28.88,112.34,68.99,5.3
514,Muros,20,ES,1555949707,76,42.77,-9.06,62.01,11.41
515,Chincha Alta,20,PE,1555948963,30,-13.42,-76.13,73.99,5.82
516,Jalu,0,LY,1555949719,10,29.03,21.55,87.71,17.29
517,Kununurra,37,AU,1555948320,32,-15.77,128.74,82.4,9.17
518,Jinka,91,ET,1555949719,56,5.79,36.57,77.09,0.76
519,Hays,90,US,1555948901,66,38.88,-99.33,55.99,19.46
520,Nadvoitsy,100,RU,1555949719,85,63.89,34.27,44.15,5.86
521,Juegang,100,CN,1555949712,93,32.31,121.18,64.99,9.8
522,Labuhan,59,ID,1555949720,84,-2.54,115.51,78.35,3.42
523,Kovur,92,IN,1555949720,54,14.5,79.99,89.87,12.68
524,Kruisfontein,91,ZA,1555949720,87,-34.0,24.73,59.63,6.98
525,Tura,0,IN,1555949720,46,25.52,90.21,81.95,3.96
526,Krasnovishersk,91,RU,1555949720,90,60.4,57.08,42.53,5.73
527,Behbahan,0,IR,1555948800,37,30.59,50.24,66.2,9.17
528,Solnechnyy,95,RU,1555949721,58,50.72,136.64,30.83,4.52
529,Tondano,40,ID,1555947000,94,1.3,124.91,77.0,2.24
530,Dunda,0,IN,1555949721,39,30.62,78.32,69.53,5.37
531,Gazojak,28,TM,1555949721,27,41.19,61.4,60.89,11.63
532,Buarcos,40,PT,1555949197,72,40.16,-8.88,64.99,9.17
533,Mogadishu,63,SO,1555949721,66,2.04,45.34,86.27,12.15
534,Cairns,36,AU,1555949420,83,-16.92,145.77,75.2,5.82
535,Tommot,33,RU,1555949722,88,58.97,126.27,23.45,3.89
536,Husavik,0,CA,1555949709,52,50.56,-96.99,55.0,7.0
537,Argelia,75,CO,1555945200,94,4.73,-76.12,69.8,1.28
538,Russell,40,AR,1555948800,55,-33.01,-68.8,66.2,8.05
539,Lorengau,66,PG,1555949723,89,-2.02,147.27,77.81,1.63
540,Magadan,100,RU,1555949723,89,59.56,150.8,29.93,16.78
541,Gubkinskiy,100,RU,1555949723,94,64.43,76.5,35.51,20.54
542,Ewa Beach,1,US,1555949147,77,21.32,-158.01,73.99,4.7
543,Northam,46,GB,1555949706,77,51.04,-4.21,71.01,9.17
544,Buzmeyin,90,TM,1555945200,77,38.05,58.21,59.0,9.17
545,Khorramshahr,0,IR,1555945200,25,30.43,48.18,73.4,9.17
546,Lexington,1,US,1555949721,55,38.05,-84.5,71.01,3.36
547,Port Augusta,0,AU,1555949231,76,-32.49,137.76,57.2,6.93
548,Sambava,93,MG,1555949725,96,-14.27,50.17,74.03,3.38
549,Dagana,0,MR,1555949725,23,16.52,-15.51,89.51,16.46
550,Sovetskiy,2,RU,1555949725,54,56.76,48.47,55.49,7.63
551,Madang,100,PG,1555949725,99,-5.21,145.81,70.61,0.96
552,Vandavasi,34,IN,1555949725,60,12.51,79.61,87.53,3.69
553,Magog,40,CA,1555949403,82,45.27,-72.15,55.99,10.29
554,Ahipara,2,NZ,1555949376,100,-35.17,173.16,53.01,14.88
555,Tigil,99,RU,1555949726,91,57.8,158.67,29.57,4.79
556,Conceicao do Araguaia,100,BR,1555949617,71,-8.26,-49.26,85.55,2.91
557,Nassau,0,DE,1555949627,33,51.17,13.51,62.01,25.28
558,Gawan,0,IN,1555949726,20,28.42,78.35,92.93,3.24
559,Sawakin,0,SD,1555949726,38,19.1,37.33,74.93,11.63
560,Ossora,39,RU,1555949726,90,59.24,163.07,24.71,2.15
561,Makakilo City,1,US,1555949726,77,21.35,-158.09,73.99,4.7
562,Mattru,99,SL,1555949727,55,7.62,-11.83,92.75,5.88
563,Fremont,5,US,1555949648,76,37.55,-121.99,63.0,4.7
564,Abalak,0,NE,1555949727,5,15.46,6.28,106.07,8.21
565,Lagos,40,NG,1555945200,66,6.46,3.39,91.4,8.05
566,Niono,62,ML,1555949728,8,14.25,-5.99,105.35,6.53
567,Shadrinsk,87,RU,1555949728,73,56.09,63.63,47.39,4.85
568,Mount Isa,100,AU,1555947000,44,-20.73,139.49,77.0,12.75
